,1,2,3,4,Players Sent,Players Received,Year,Month,Day
24978, Maple Leafs, • Jamie Baker• 1996 fifth round pick (#110-Peter Cava), • Todd Gill,Sharks,1,2,1996,06,14
24979, Oilers, • Bob Essensa, • future considerations (?),RedWings,1,1,1996,06,14
24980, Red Wings, • future considerations (?), • Bob Essensa,Oilers,1,1,1996,06,14
24981, Sharks, • Todd Gill, • Jamie Baker• 1996 fifth round pick (#110-Peter Cava),MapleLeafs,2,1,1996,06,14
24986, Avalanche, • Stephane Fiset• 1998 first round pick (#17-Martin Skoula), • Eric Lacroix• 1998 first round pick (#21-Mathieu Biron),Kings,2,2,1996,06,20
24987, Kings, • Eric Lacroix• 1998 first round pick (#21-Mathieu Biron), • Stephane Fiset• 1998 first round pick (#17-Martin Skoula),Avalanche,2,2,1996,06,20
24988, Bruins, • Jeff Odgers• 1996 fifth round pick (#132-Elias Abrahamsson), • Al Iafrate,Sharks,1,2,1996,06,21
24989, Sharks, • Al Iafrate, • Jeff Odgers• 1996 fifth round pick (#132-Elias Abrahamsson),Bruins,2,1,1996,06,21
24990, Bruins, • Trent McCleary• 1996 third round pick (#53-Eric Naud), • Shawn McEachern,Senators,1,2,1996,06,22
24991, Capitals, • 1996 third round pick (#58-Sergei Zimakov), • 1996 third round pick (#70-Jonathan Sim)• 1996 fourth round pick (#90-Mike Hurley),Stars,2,1,1996,06,22
24992, Coyotes, • Mike Gartner, • 1996 fourth round pick (#103-Vladimir Antipov),MapleLeafs,1,1,1996,06,22
24993, Maple Leafs, • 1996 fourth round pick (#103-Vladimir Antipov), • Mike Gartner,Coyotes,1,1,1996,06,22
24994, Oilers, • 1996 seventh round pick (#170-Brandon Lafrance), • Tyler Wright,Penguins,1,1,1996,06,22
24995, Penguins, • Kevin Hatcher, • Sergei Zubov,Stars,1,1,1996,06,22
24996, Penguins, • Tyler Wright, • 1996 seventh round pick (#170-Brandon Lafrance),Oilers,1,1,1996,06,22
24997, Senators, • Shawn McEachern, • Trent McCleary• 1996 third round pick (#53-Eric Naud),Bruins,2,1,1996,06,22
24998, Stars, • 1996 third round pick (#70-Jonathan Sim)• 1996 fourth round pick (#90-Mike Hurley), • 1996 third round pick (#58-Sergei Zimakov),Capitals,1,2,1996,06,22
24999, Stars, • Sergei Zubov, • Kevin Hatcher,Penguins,1,1,1996,06,22
25000, Blackhawks, • 1996 second round pick (#31-Remi Royer)• 1996 second round pick (#46-Geoff Peters), • 1996 first round pick (#21-Marco Sturm),Sharks,1,2,1996,06,22
25001, Devils, • 1996 second round pick (#41-Josh DeWolf)• 1996 second round pick (#49-Colin White), • 1996 second round pick (#28-Pavel Skrbek),Penguins,1,2,1996,06,22
25002, Devils, • Jeff Reese• 1996 second round pick (#47-Pierre Dagenais)• 1996 eighth round pick (#205-Jason Bertsch / Jay Bertsch), • Corey Schwab,Lightning,1,3,1996,06,22
25003, Flames, • Dave Gagner, • 1996 third round pick (#66-Mike Lankshear),MapleLeafs,1,1,1996,06,22
25004, Lightning, • Corey Schwab, • Jeff Reese• 1996 second round pick (#47-Pierre Dagenais)• 1996 eighth round pick (#205-Jason Bertsch / Jay Bertsch),Devils,3,1,1996,06,22
25005, Maple Leafs, • 1996 third round pick (#66-Mike Lankshear), • Dave Gagner,Flames,1,1,1996,06,22
25006, Penguins, • 1996 second round pick (#28-Pavel Skrbek), • 1996 second round pick (#41-Josh DeWolf)• 1996 second round pick (#49-Colin White),Devils,2,1,1996,06,22
25007, Sharks, • 1996 first round pick (#21-Marco Sturm), • 1996 second round pick (#31-Remi Royer)• 1996 second round pick (#46-Geoff Peters),Blackhawks,2,1,1996,06,22
25305, Mighty Ducks, • Kevin Brown, • Mike Maneluk,Senators(date06-28peronesource),1,1,1996,07,01
25310, Senators, • Mike Maneluk, • Kevin Brown,MightyDucks(date06-28peronesource),1,1,1996,07,01
25325, Capitals, • future considerations (?), • Frank Bialowas,Flyers,1,1,1996,07,18
25327, Flyers, • Frank Bialowas, • future considerations (?),Capitals,1,1,1996,07,18
25354, Avalanche, • 1998 second round pick (#28-Ramzi Abid), • Craig Wolanin,Lightning,1,1,1996,07,29
25357, Lightning, • Craig Wolanin, • 1998 second round pick (#28-Ramzi Abid),Avalanche,1,1,1996,07,29
25417, Sharks, • 1998 fifth round pick (#145-Mikael Samuelsson), • Sergei Gorbachev,Stars,1,1,1996,08,15
25418, Stars, • Sergei Gorbachev, • 1998 fifth round pick (#145-Mikael Samuelsson),Sharks,1,1,1996,08,15
25421, Blackhawks, • Alexei Zhamnov / Alex Zhamnov• Craig Mills• 1997 first round pick (#16-Ty Jones), • Jeremy Roenick,Coyotes,1,3,1996,08,16
25422, Coyotes, • Jeremy Roenick, • Alexei Zhamnov / Alex Zhamnov• Craig Mills• 1997 first round pick (#16-Ty Jones),Blackhawks,3,1,1996,08,16
25436, Rangers, • Jayson More / Jay More• Brian Swanson• 1997 fourth round pick (#82-Adam Colagiacomo / Adam Cologiacomo), • Marty McSorley,Sharks,1,3,1996,08,20
25437, Sharks, • Marty McSorley, • Jayson More / Jay More• Brian Swanson• 1997 fourth round pick (#82-Adam Colagiacomo / Adam Cologiacomo),Rangers,3,1,1996,08,20
25443, Canadiens, • Stephane Richer, • Lyle Odelein,Devils,1,1,1996,08,22
25444, Devils, • Lyle Odelein, • Stephane Richer,Canadiens,1,1,1996,08,22
25445, Kings, • Petr Klima, • 1997 fifth round pick (#109-Jan Sulc),Lightning,1,1,1996,08,22
25446, Lightning, • 1997 fifth round pick (#109-Jan Sulc), • Petr Klima,Kings,1,1,1996,08,22
25459, Lightning, • Dino Ciccarelli, • 1998 fourth round pick (#87-Alexei Ponikarovsky),RedWings,1,1,1996,08,27
25460, Red Wings, • 1998 fourth round pick (#87-Alexei Ponikarovsky), • Dino Ciccarelli,Lightning,1,1,1996,08,27
25470, Avalanche, • Brent Severyn, • 1997 third round pick (#80-Francis Lessard),Islanders,1,1,1996,09,04
25471, Islanders, • 1997 third round pick (#80-Francis Lessard), • Brent Severyn,Avalanche,1,1,1996,09,04
25488, Canadiens, • Scott Thornton, • Andrei Kovalenko,Oilers,1,1,1996,09,06
25491, Oilers, • Andrei Kovalenko, • Scott Thornton,Canadiens,1,1,1996,09,06
25555, Sharks, • 1997 fifth round pick (#107-Adam Nittel), • Rob DiMaio,Bruins,1,1,1996,09,30
25556, Bruins, • Rob DiMaio, • 1997 fifth round pick (#107-Adam Nittel),Sharks,1,1,1996,09,30
25558, Mighty Ducks, • rights to Espen Knutsen, • Kevin Brown,Whalers,1,1,1996,10,01
25559, Mighty Ducks, • Ted Drury• rights to Marc Moro, • Jason York• Shaun Van Allen,Senators,2,2,1996,10,01
25560, Senators, • Jason York• Shaun Van Allen, • Ted Drury• rights to Marc Moro,MightyDucks,2,2,1996,10,01
25561, Whalers, • Kevin Brown, • rights to Espen Knutsen,MightyDucks,1,1,1996,10,01
25578, Red Wings, • Brendan Shanahan• Brian Glynn, • Paul Coffey• Keith Primeau• 1997 first round pick (#22-Nikos Tselios),Whalers,3,2,1996,10,09
25579, Whalers, • Paul Coffey• Keith Primeau• 1997 first round pick (#22-Nikos Tselios), • Brendan Shanahan• Brian Glynn,RedWings,2,3,1996,10,09
25585, Islanders, • 1998 conditional fifth or sixth round pick (#123-Jiri Dopita), • Darby Hendrickson,MapleLeafs,1,1,1996,10,10
25587, Maple Leafs, • Darby Hendrickson, • 1998 conditional fifth or sixth round pick (#123-Jiri Dopita),Islanders,1,1,1996,10,10
25602, Canadiens, • David Ling• 1998 sixth round pick (#152-Gordie Dwyer), • Scott Fraser,Flames,1,2,1996,10,24
25603, Flames, • Scott Fraser, • David Ling• 1998 sixth round pick (#152-Gordie Dwyer),Canadiens,2,1,1996,10,24
25606, Kings, • 1997 conditional pick (not exercised), • Petr Klima,Penguins,1,1,1996,10,25
25607, Penguins, • Petr Klima, • 1997 conditional pick (not exercised),Kings,1,1,1996,10,25
25612, Blues, • Pierre Turgeon• Rory Fitzpatrick• Craig Conroy, • Murray Baron• Shayne Corson• 1997 fifth round pick (#122-Gennady Razin),Canadiens,3,3,1996,10,29
25613, Canadiens, • Murray Baron• Shayne Corson• 1997 fifth round pick (#122-Gennady Razin), • Pierre Turgeon• Rory Fitzpatrick• Craig Conroy,Blues,3,3,1996,10,29
25614, Avalanche, • Keith Jones• 1998 first round pick (#20-Scott Parker)• 1998 fourth round pick (#106-Krystofer Barch / Krys Barch), • Curtis Leschyshyn• Chris Simon,Capitals,2,3,1996,11,02
25615, Capitals, • Curtis Leschyshyn• Chris Simon, • Keith Jones• 1998 first round pick (#20-Scott Parker)• 1998 fourth round pick (#106-Krystofer Barch / Krys Barch),Avalanche,3,2,1996,11,02
25617, Canadiens, • Jason MacDonald, • cash,RedWings,1,1,1996,11,08
25618, Red Wings, • cash, • Jason MacDonald,Canadiens,1,1,1996,11,08
25619, Capitals, • Andrei Nikolishin, • Curtis Leschyshyn,Whalers,1,1,1996,11,09
25620, Whalers, • Curtis Leschyshyn, • Andrei Nikolishin,Capitals,1,1,1996,11,09
25623, Blues, • Sergio Momesso, • Brian Noonan,Rangers,1,1,1996,11,13
25624, Canadiens, • Jassen Cullimore, • Donald Brashear,Canucks,1,1,1996,11,13
25625, Canucks, • Donald Brashear, • Jassen Cullimore,Canadiens,1,1,1996,11,13
25626, Rangers, • Brian Noonan, • Sergio Momesso,Blues,1,1,1996,11,13
25627, Islanders, • Bryan Smolinski, • Darius Kasparaitis• Andreas Johansson,Penguins,2,1,1996,11,17
25628, Penguins, • Darius Kasparaitis• Andreas Johansson, • Bryan Smolinski,Islanders,1,2,1996,11,17
25629, Lightning, • 1997 sixth round pick (#153-Andrei Skopintsev), • Brian Bellows,MightyDucks,1,1,1996,11,18
25630, Mighty Ducks, • Brian Bellows, • 1997 sixth round pick (#153-Andrei Skopintsev),Lightning,1,1,1996,11,18
25631, Flames, • Aaron Gavey, • Rick Tabaracci,Lightning,1,1,1996,11,19
25632, Islanders, • Nicholas Vachon / Nick Vachon, • Chris Marinucci,Kings,1,1,1996,11,19
25633, Kings, • Chris Marinucci, • Nicholas Vachon / Nick Vachon,Islanders,1,1,1996,11,19
25634, Lightning, • Rick Tabaracci, • Aaron Gavey,Flames,1,1,1996,11,19
25635, Mighty Ducks, • Shawn Antoski• Dmitri Mironov, • Alex Hicks• Fredrik Olausson,Penguins,2,2,1996,11,19
25636, Panthers, • Chris Wells, • Stu Barnes• Jason Woolley,Penguins,2,1,1996,11,19
25637, Penguins, • Alex Hicks• Fredrik Olausson, • Shawn Antoski• Dmitri Mironov,MightyDucks,2,2,1996,11,19
25638, Penguins, • Stu Barnes• Jason Woolley, • Chris Wells,Panthers,1,2,1996,11,19
25639, Avalanche, • 1998 first round pick (#19-Robyn Regehr), • Landon Wilson• Anders Myrvold,Bruins,2,1,1996,11,22
25640, Bruins, • Landon Wilson• Anders Myrvold, • 1998 first round pick (#19-Robyn Regehr),Avalanche,1,2,1996,11,22
25641, Devils, • future considerations (?), • Neal Broten,Kings,1,1,1996,11,22
25642, Kings, • Neal Broten, • future considerations (?),Devils,1,1,1996,11,22
25643, Blues, • Mike Peluso (David)• Ricard Persson / Rico Persson, • Ken Sutton• 1999 second round pick (#50-Brett Clouthier),Devils,2,2,1996,11,26
25644, Devils, • Ken Sutton• 1999 second round pick (#50-Brett Clouthier), • Mike Peluso (David)• Ricard Persson / Rico Persson,Blues,2,2,1996,11,26
25646, Blues, • Pavol Demitra, • Christer Olsson,Senators,1,1,1996,11,27
25647, Flames, • 1997 third round pick (#80-Francis Lessard), • Paul Kruse,Islanders,1,1,1996,11,27
25648, Islanders, • Paul Kruse, • 1997 third round pick (#80-Francis Lessard),Flames,1,1,1996,11,27
25649, Senators, • Christer Olsson, • Pavol Demitra,Blues,1,1,1996,11,27
25650, Kings, • Brad Smyth, • 1997 third round pick (#56-Vratislav Cech),Panthers,1,1,1996,11,28
25651, Panthers, • 1997 third round pick (#56-Vratislav Cech), • Brad Smyth,Kings,1,1,1996,11,28
25652, Islanders, • future considerations (?) (cash per LOH), • Craig Fisher,Panthers,1,1,1996,12,07
25653, Panthers, • Craig Fisher, • future considerations (?) (cash per LOH),Islanders,1,1,1996,12,07
25660, Flyers, • Paul Coffey• 1997 third round pick (#62-Kris Mallette), • Kevin Haller• 1997 first round pick (#23-Scott Hannan)• 1997 seventh round pick (#169-Andrew Merrick),Whalers,3,2,1996,12,15
25661, Whalers, • Kevin Haller• 1997 first round pick (#23-Scott Hannan)• 1997 seventh round pick (#169-Andrew Merrick), • Paul Coffey• 1997 third round pick (#62-Kris Mallette),Flyers,2,3,1996,12,15
25663, Flames, • Yves Racine, • future considerations (cash?),Sharks,1,1,1996,12,17
25664, Sharks, • future considerations (cash?), • Yves Racine,Flames,1,1,1996,12,17
25665, Blackhawks, • Ivan Droppa, • Alain Nasreddine• 1999 conditional pick (probably not exercised) (?-?),Panthers,2,1,1996,12,18
25666, Panthers, • Alain Nasreddine• 1999 conditional pick (probably not exercised) (?-?), • Ivan Droppa,Blackhawks,1,2,1996,12,18
25677, Blackhawks, • Ulf Dahlen• Michal Sykora• Chris Terreri• 1998 conditional second round pick (if Belfour re-signed with Sharks) (not exercised), • Ed Belfour,Sharks,1,4,1997,01,25
25679, Sharks, • Ed Belfour, • Ulf Dahlen• Michal Sykora• Chris Terreri• 1998 conditional second round pick (if Belfour re-signed with Sharks) (not exercised),Blackhawks,4,1,1997,01,25
25680, Penguins, • Greg Johnson, • Tomas Sandstrom,RedWings,1,1,1997,01,27
25681, Red Wings, • Tomas Sandstrom, • Greg Johnson,Penguins,1,1,1997,01,27
25684, Lightning, • 1998 third round pick (#67-Alex Henry), • Craig Wolanin,MapleLeafs,1,1,1997,01,31
25685, Maple Leafs, • Craig Wolanin, • 1998 third round pick (#67-Alex Henry),Lightning,1,1,1997,01,31
25686, Flames, • Brent Bilodeau, • Scott Fraser,SanAntonio(IHL),1,1,1997,02,01
25687, Coyotes, • Jayson More / Jay More, • Mike Eastwood• Dallas Eakins,Rangers,2,1,1997,02,06
25688, Rangers, • Mike Eastwood• Dallas Eakins, • Jayson More / Jay More,Coyotes,1,2,1997,02,06
25691, Blues, • Chris McAlpine• 1999 ninth round pick (#270-James Desmarais), • Peter Zezel,Devils,1,2,1997,02,11
25692, Devils, • Peter Zezel, • Chris McAlpine• 1999 ninth round pick (#270-James Desmarais),Blues,2,1,1997,02,11
25693, Mighty Ducks, • Jean-Jacques Daigneault / J.J. Daigneault, • Garry Valk,Penguins,1,1,1997,02,21
25694, Penguins, • Garry Valk, • Jean-Jacques Daigneault / J.J. Daigneault,MightyDucks,1,1,1997,02,21
25697, Devils, • Dave Ellett• Doug Gilmour• 1998 fourth round pick or 1999 third round pick (1999 #95-Andre Lakos), • Jason Smith (M.)• Steve Sullivan• rights to Alyn McCauley,MapleLeafs,3,3,1997,02,25
25698, Maple Leafs, • Jason Smith (M.)• Steve Sullivan• rights to Alyn McCauley, • Dave Ellett• Doug Gilmour• 1998 fourth round pick or 1999 third round pick (1999 #95-Andre Lakos),Devils,3,3,1997,02,25
25701, Bruins, • Jason Allison• Jim Carey• Anson Carter• 1997 third round pick (#63-Lee Goren)• 1998 conditional second round pick (if Capitals re-sign Tocchet) (#52-Bobby Allen), • Bill Ranford• Adam Oates• Rick Tocchet,Capitals,3,5,1997,03,01
25702, Capitals, • Bill Ranford• Adam Oates• Rick Tocchet, • Jason Allison• Jim Carey• Anson Carter• 1997 third round pick (#63-Lee Goren)• 1998 conditional second round pick (if Capitals re-sign Tocchet) (#52-Bobby Allen),Bruins,5,3,1997,03,01
25705, Flames, • Hnat Domenichelli• Glen Featherstone• 1997 second round pick (#51-Dmitri Kokorev / Dmitry Kokorev)• 1998 third round pick (#62-Paul Manning), • Steve Chiasson• 1997 third round pick (#80-Francis Lessard),Whalers,2,4,1997,03,05
25706, Whalers, • Steve Chiasson• 1997 third round pick (#80-Francis Lessard), • Hnat Domenichelli• Glen Featherstone• 1997 second round pick (#51-Dmitri Kokorev / Dmitry Kokorev)• 1998 third round pick (#62-Paul Manning),Flames,4,2,1997,03,05
25707, Canucks, • Sergei Nemchinov• Brian Noonan, • Russ Courtnall• Esa Tikkanen,Rangers,2,2,1997,03,08
25708, Rangers, • Russ Courtnall• Esa Tikkanen, • Sergei Nemchinov• Brian Noonan,Canucks,2,2,1997,03,08
25714, Canucks, • future considerations (?), • Frantisek Kucera,Flyers,1,1,1997,03,18
25715, Canucks, • future considerations (1998 fifth round pick (#140-Rick Bertran)), • Josef Beranek,Penguins,1,1,1997,03,18
25716, Flames, • Marty McInnis• Tyrone Garner• 1997 sixth round pick (#140-Ilja Demidov), • Robert Reichel,Islanders,1,3,1997,03,18
25717, Flames, • Tyler Moss, • Jamie Huscroft,Lightning,1,1,1997,03,18
25718, Flyers, • Frantisek Kucera, • future considerations (?),Canucks,1,1,1997,03,18
25719, Islanders, • 1997 fifth round pick (#115-Adam Edinger), • Derek King,Whalers,1,1,1997,03,18
25720, Islanders, • Robert Reichel, • Marty McInnis• Tyrone Garner• 1997 sixth round pick (#140-Ilja Demidov),Flames,3,1,1997,03,18
25721, Kings, • Glen Murray, • Ed Olczyk,Penguins,1,1,1997,03,18
25722, Lightning, • Jamie Huscroft, • Tyler Moss,Flames,1,1,1997,03,18
25723, Lightning, • Jeff Norton, • Drew Bannister• 1997 sixth round pick (#141-Peter Sarno),Oilers,2,1,1997,03,18
25724, Maple Leafs, • future considerations (?), • Larry Murphy,RedWings,1,1,1997,03,18
25725, Maple Leafs, • Jason Podollan, • Kirk Muller,Panthers,1,1,1997,03,18
25726, Maple Leafs, • Kelly Chase, • 1998 eighth round pick (#208-Jaroslav Svoboda),Whalers,1,1,1997,03,18
25727, Mighty Ducks, • Mark Janssens, • Jon Battaglia / Bates Battaglia• 1998 fourth round pick (#91-Josef Vasicek),Whalers,2,1,1997,03,18
25728, Mighty Ducks, • Richard Park, • Roman Oksiuta,Penguins,1,1,1997,03,18
25729, Oilers, • Drew Bannister• 1997 sixth round pick (#141-Peter Sarno), • Jeff Norton,Lightning,1,2,1997,03,18
25730, Panthers, • Kirk Muller, • Jason Podollan,MapleLeafs,1,1,1997,03,18
25731, Penguins, • Ed Olczyk, • Glen Murray,Kings,1,1,1997,03,18
25732, Penguins, • Josef Beranek, • future considerations (1998 fifth round pick (#140-Rick Bertran)),Canucks,1,1,1997,03,18
25733, Penguins, • Roman Oksiuta, • Richard Park,MightyDucks,1,1,1997,03,18
25735, Red Wings, • Larry Murphy, • future considerations (?),MapleLeafs,1,1,1997,03,18
25736, Whalers, • 1998 eighth round pick (#208-Jaroslav Svoboda), • Kelly Chase,MapleLeafs,1,1,1997,03,18
25737, Whalers, • Derek King, • 1997 fifth round pick (#115-Adam Edinger),Islanders,1,1,1997,03,18
25738, Whalers, • Jon Battaglia / Bates Battaglia• 1998 fourth round pick (#91-Josef Vasicek), • Mark Janssens,MightyDucks,1,2,1997,03,18
25740, Canadiens, • Dave Manson, • Murray Baron• Chris Murray,Coytes,2,1,1997,03,18
25741, Canadiens, • Steve Cheredaryk, • Pat Jablonski,Coyotes,1,1,1997,03,18
25742, Coyotes, • Murray Baron• Chris Murray, • Dave Manson,Canadiens,1,2,1997,03,18
25743, Coyotes, • Pat Jablonski, • Steve Cheredaryk,Canadiens,1,1,1997,03,18
25745, Oilers, • Craig Millar• Barrie Moore, • Miroslav Satan,Sabres,1,2,1997,03,18
25746, Sabres, • Miroslav Satan, • Craig Millar• Barrie Moore,Oilers,2,1,1997,03,18
25748, Coyotes, • Gerald Diduck, • Chris Murray,Whalers,1,1,1997,03,18
25750, Whalers, • Chris Murray, • Gerald Diduck,Coyotes,1,1,1997,03,18
25751, Blackhawks, • Marc Hussey, • Ravil Gusmanov,Flames,1,1,1997,03,18
25752, Flames, • Ravil Gusmanov, • Marc Hussey,Blackhawks,1,1,1997,03,18
25753, Blackhawks, • Denis Chasse• rights to Kevin Bolibruck• 1998 sixth round pick (#161-Chris Neil), • Mike Prokopec,Senators,1,3,1997,03,18
25754, Senators, • Mike Prokopec, • Denis Chasse• rights to Kevin Bolibruck• 1998 sixth round pick (#161-Chris Neil),Blackhawks,3,1,1997,03,18
