,1,2,3,4,Players Sent,Players Received,Year,Month,Day
24458, Senators, • Steve Duchesne, • 1996 second round pick (#27-Cory Sarich),Blues,1,1,1995,08,04
24513, Red Wings, • Marc Bergevin• Ben Hankinson, • Shawn Burr• 1996 third round pick (#80-Jason Doyle),Lightning,2,2,1995,08,17
24514, Lightning, • Shawn Burr• 1996 third round pick (#80-Jason Doyle), • Marc Bergevin• Ben Hankinson,RedWings,2,2,1995,08,17
24515, Bruins, • 1996 third round pick (#80-Jason Doyle), • David Shaw,Lightning,1,1,1995,08,17
24516, Lightning, • David Shaw, • 1996 third round pick (#80-Jason Doyle),Bruins,1,1,1995,08,17
24530, Canucks, • 1997 sixth round pick (#148-Larry Shapley), • Brett Hauer,Oilers,1,1,1995,08,24
24531, Oilers, • Brett Hauer, • 1997 sixth round pick (#148-Larry Shapley),Canucks,1,1,1995,08,24
24551, Flyers, • 1996 first round pick (#15-Dainius Zubrus)• 1997 second round pick (#30-Jean-Marc Pelletier)• 1996 fourth round pick (#84-Mikael Simons), • Dmitry Yushkevich / Dimitri Yushkevich• 1996 second round pick (#50-Francis Larivee),MapleLeafs,2,3,1995,08,30
24553, Maple Leafs, • Dmitry Yushkevich / Dimitri Yushkevich• 1996 second round pick (#50-Francis Larivee), • 1996 first round pick (#15-Dainius Zubrus)• 1997 second round pick (#30-Jean-Marc Pelletier)• 1996 fourth round pick (#84-Mikael Simons),Flyers,3,2,1995,08,30
24556, Penguins, • Petr Nedved• Sergei Zubov, • Ulf Samuelsson• Luc Robitaille,Rangers,2,2,1995,08,31
24557, Rangers, • Ulf Samuelsson• Luc Robitaille, • Petr Nedved• Sergei Zubov,Penguins,2,2,1995,08,31
24581, Islanders, • Alexander Semak, • 1997 fifth round pick (#112-Karel Betik),Lightning,1,1,1995,09,14
24583, Lightning, • 1997 fifth round pick (#112-Karel Betik), • Alexander Semak,Islanders,1,1,1995,09,14
24586, Avalanche, • Jean-Francois Labbe / Jean-Francis Labbe / J.F. Labbe, • future considerations (?),Senators,1,1,1995,09,20
24589, Flyers, • 1997 seventh round pick (#178-Tony Mohagen), • Andre Faust,Jets,1,1,1995,09,20
24592, Jets, • Andre Faust, • 1997 seventh round pick (#178-Tony Mohagen),Flyers,1,1,1995,09,20
24597, Senators, • future considerations (?), • Jean-Francois Labbe / Jean-Francis Labbe / J.F. Labbe,Avalanche,1,1,1995,09,20
24604, Islanders, • Jason Herter, • cash,Stars,1,1,1995,09,21
24605, Stars, • cash, • Jason Herter,Islanders,1,1,1995,09,21
24614, Blues, • Dallas Eakins, • 1997 fourth round pick (#95-Ivan Novoseltsev),Panthers,1,1,1995,09,28
24616, Panthers, • 1997 fourth round pick (#95-Ivan Novoseltsev), • Dallas Eakins,Blues,1,1,1995,09,28
24621, Avalanche, • Warren Rychel, • 1997 seventh round pick (#190-Shawn Thornton),MapleLeafs,1,1,1995,10,02
24622, Avalanche, • Warren Rychel, • cash,MapleLeafs(perRychelLOH),1,1,1995,10,02
24623, Blues, • Fred Knipscheer, • Rick Zombo,Bruins,1,1,1995,10,02
24624, Blues, • Paul Broten, • Guy Carbonneau,Stars,1,1,1995,10,02
24625, Bruins, • Rick Zombo, • Fred Knipscheer,Blues,1,1,1995,10,02
24627, Maple Leafs, • 1997 seventh round pick (#190-Shawn Thornton), • Warren Rychel,Avalanche,1,1,1995,10,02
24628, Maple Leafs, • cash, • Warren Rychel,Avalanche(perRychelLOH),1,1,1995,10,02
24629, Stars, • Guy Carbonneau, • Paul Broten,Blues,1,1,1995,10,02
24646, Devils, • Steve Thomas, • Claude Lemieux,Islanders,1,1,1995,10,03
24647, Islanders, • Claude Lemieux, • Steve Thomas,Devils,1,1,1995,10,03
24648, Avalanche, • Claude Lemieux, • Wendel Clark,Islanders,1,1,1995,10,03
24649, Islanders, • Wendel Clark, • Claude Lemieux,Avalanche,1,1,1995,10,03
24655, Avalanche, • 1997 fourth round pick (#87-Brad Larsen), • Steven Finn / Steve Finn,Lightning,1,1,1995,10,05
24658, Lightning, • Steven Finn / Steve Finn, • 1997 fourth round pick (#87-Brad Larsen),Avalanche,1,1,1995,10,05
24659, Rangers, • Steve Larouche, • Jean-Yves Roy,Senators,1,1,1995,10,05
24663, Senators, • Jean-Yves Roy, • Steve Larouche,Rangers,1,1,1995,10,05
24668, Jets, • Darren Turcotte, • Nelson Emerson,Whalers,1,1,1995,10,06
24669, Whalers, • Nelson Emerson, • Darren Turcotte,Jets,1,1,1995,10,06
24672, Flames, • 1997 fourth round pick (#92-Chris St. Croix), • Frantisek Musil / Frank Musil,Senators,1,1,1995,10,07
24673, Senators, • Frantisek Musil / Frank Musil, • 1997 fourth round pick (#92-Chris St. Croix),Flames,1,1,1995,10,07
24684, Blackhawks, • rights to Igor Ulanov, • 1996 third round pick (#74-Dave Weninger),Capitals,1,1,1995,10,17
24688, Capitals, • 1996 third round pick (#74-Dave Weninger), • rights to Igor Ulanov,Blackhawks,1,1,1995,10,17
24696, Red Wings, • Igor Larionov, • Ray Sheppard,Sharks(LarionovLOH),1,1,1995,10,24
24697, Red Wings, • Igor Larionov• 1998 conditional pick (?-?), • Ray Sheppard,Sharks(peronesource),1,2,1995,10,24
24698, Sharks, • Ray Sheppard, • Igor Larionov,RedWings(LarionovLOH),1,1,1995,10,24
24699, Sharks, • Ray Sheppard, • Igor Larionov• 1998 conditional pick (?-?),RedWings(peronesource),2,1,1995,10,24
24700, Avalanche, • Sandis Ozolinsh, • Owen Nolan,Sharks,1,1,1995,10,26
24701, Sharks, • Owen Nolan, • Sandis Ozolinsh,Avalanche,1,1,1995,10,26
24702, Flames, • Jarrod Skalde, • Bobby Marshall,MightyDucks,1,1,1995,10,30
24703, Mighty Ducks, • Bobby Marshall, • Jarrod Skalde,Flames,1,1,1995,10,30
24706, Avalanche, • 1996 seventh round pick (#176-Samuel Pahlsson / Sami Pahlsson), • Claude Lapointe,Flames,1,1,1995,11,01
24707, Blackhawks, • Bill Armstrong• Mike Vukonich, • Darin Kimble,Devils,1,2,1995,11,01
24708, Blues, • 1997 third round pick (#78-Ville Nieminen), • Esa Tikkanen,Devils,1,1,1995,11,01
24709, Devils, • Darin Kimble, • Bill Armstrong• Mike Vukonich,Blackhawks,2,1,1995,11,01
24710, Devils, • Esa Tikkanen, • 1997 third round pick (#78-Ville Nieminen),Blues,1,1,1995,11,01
24711, Flames, • Claude Lapointe, • 1996 seventh round pick (#176-Samuel Pahlsson / Sami Pahlsson),Avalanche,1,1,1995,11,01
24718, Blues, • Jean-Jacques Daigneault / J.J. Daigneault, • Pat Jablonski,Canadiens,1,1,1995,11,07
24719, Canadiens, • Pat Jablonski, • Jean-Jacques Daigneault / J.J. Daigneault,Blues,1,1,1995,11,07
24721, Kings, • Steven Finn / Steve Finn, • Michel Petit,Lightning,1,1,1995,11,13
24722, Lightning, • Michel Petit, • Steven Finn / Steve Finn,Kings,1,1,1995,11,13
24723, Devils, • 1996 second round pick (#28-Pavel Skrbek), • Chris Terreri,Sharks,1,1,1995,11,15
24724, Sharks, • Chris Terreri, • 1996 second round pick (#28-Pavel Skrbek),Devils,1,1,1995,11,15
24725, Capitals, • Eric Charron, • 1997 seventh round pick (#170-Eero Somervuori),Lightning,1,1,1995,11,16
24726, Lightning, • 1997 seventh round pick (#170-Eero Somervuori), • Eric Charron,Capitals,1,1,1995,11,16
24727, Flyers, • Pat Falloon, • rights to Martin Spanhel• 1996 first round pick (#24-Daniel Briere / Danny Briere)• 1996 fourth round pick (#106-Mike Martone),Sharks,3,1,1995,11,16
24728, Sharks, • rights to Martin Spanhel• 1996 first round pick (#24-Daniel Briere / Danny Briere)• 1996 fourth round pick (#106-Mike Martone), • Pat Falloon,Flyers,1,3,1995,11,16
24729, Sabres, • Vaclav Varada• rights to Martin Spanhel• 1996 first round pick (#24-Daniel Briere / Danny Briere)• 1996 fourth round pick (#106-Mike Martone), • Doug Bodger,Sharks,1,4,1995,11,16
24730, Sharks, • Doug Bodger, • Vaclav Varada• rights to Martin Spanhel• 1996 first round pick (#24-Daniel Briere / Danny Briere)• 1996 fourth round pick (#106-Mike Martone),Sabres,4,1,1995,11,16
24733, Canucks, • Esa Tikkanen, • 1996 second round pick (#38-Wes Mason),Devils,1,1,1995,11,23
24734, Devils, • 1996 second round pick (#38-Wes Mason), • Esa Tikkanen,Canucks,1,1,1995,11,23
24735, Canadiens, • 1997 eighth round pick (#197-Petr Kubos), • Yves Sarault• Craig Ferguson,Flames,2,1,1995,11,25
24736, Flames, • Yves Sarault• Craig Ferguson, • 1997 eighth round pick (#197-Petr Kubos),Canadiens,1,2,1995,11,25
24738, Stars, • Robert Petrovicky, • Dan Kesa• 1997 conditional pick (not exercised?),Whalers,2,1,1995,11,29
24739, Whalers, • Dan Kesa• 1997 conditional pick (not exercised?), • Robert Petrovicky,Stars,1,2,1995,11,29
24740, Lightning, • Jeff Reese, • 1996 ninth round pick (#231-Askhat Rakhmatulin),Whalers,1,1,1995,12,01
24743, Whalers, • 1996 ninth round pick (#231-Askhat Rakhmatulin), • Jeff Reese,Lightning,1,1,1995,12,01
24744, Maple Leafs, • Peter White• 1996 fourth round pick (#86-Jason Sessa), • Kent Manderville,Oilers,1,2,1995,12,04
24745, Oilers, • Kent Manderville, • Peter White• 1996 fourth round pick (#86-Jason Sessa),MapleLeafs,2,1,1995,12,04
24746, Avalanche, • Patrick Roy• Mike Keane, • Andrei Kovalenko• Martin Rucinsky• Jocelyn Thibault,Canadiens,3,2,1995,12,06
24747, Canadiens, • Andrei Kovalenko• Martin Rucinsky• Jocelyn Thibault, • Patrick Roy• Mike Keane,Avalanche,2,3,1995,12,06
24750, Bruins, • Dean Chynoweth, • 1996 fifth round pick (#128-Petr Sachl),Islanders,1,1,1995,12,09
24751, Islanders, • 1996 fifth round pick (#128-Petr Sachl), • Dean Chynoweth,Bruins,1,1,1995,12,09
24757, Flyers, • Trent Klatt, • Brent Fedyk,Stars,1,1,1995,12,13
24758, Stars, • Brent Fedyk, • Trent Klatt,Flyers,1,1,1995,12,13
24761, Flames, • Corey Millen• Jarome Iginla, • Joe Nieuwendyk,Stars,1,2,1995,12,19
24762, Stars, • Joe Nieuwendyk, • Corey Millen• Jarome Iginla,Flames,2,1,1995,12,19
24763, Devils, • Jocelyn Lemieux• 1998 second round pick (#39-John Erskine), • Jim Dowd• 1997 second round pick (#51-Dmitri Kokorev / Dmitry Kokorev),Whalers,2,2,1995,12,19
24764, Whalers, • Jim Dowd• 1997 second round pick (#51-Dmitri Kokorev / Dmitry Kokorev), • Jocelyn Lemieux• 1998 second round pick (#39-John Erskine),Devils,2,2,1995,12,19
24765, Canucks, • Jim Dowd• Frantisek Kucera• 1997 second round pick (#34-Ryan Bonni), • Jeff Brown (a)• 1998 third round pick (#62-Paul Manning),Whalers,2,3,1995,12,19
24766, Whalers, • Jeff Brown (a)• 1998 third round pick (#62-Paul Manning), • Jim Dowd• Frantisek Kucera• 1997 second round pick (#34-Ryan Bonni),Canucks,3,2,1995,12,19
24768, Avalanche, • 1996 conditional sixth round pick (#146-Brian Willsie), • John Slaney,Kings,1,1,1995,12,28
24769, Blues, • Stephane Matteau, • Ian Laperriere,Rangers,1,1,1995,12,28
24770, Flyers, • 1997 third round pick (#62-Kris Mallette)• 1997 seventh round pick (#169-Andrew Merrick), • Kevin Dineen,Whalers,1,2,1995,12,28
24771, Jets, • Norm MacIver, • Neil Wilkinson,Penguins,1,1,1995,12,28
24772, Kings, • John Slaney, • 1996 conditional sixth round pick (#146-Brian Willsie),Avalanche,1,1,1995,12,28
24773, Penguins, • Neil Wilkinson, • Norm MacIver,Jets,1,1,1995,12,28
24774, Rangers, • Ian Laperriere, • Stephane Matteau,Blues,1,1,1995,12,28
24775, Whalers, • Kevin Dineen, • 1997 third round pick (#62-Kris Mallette)• 1997 seventh round pick (#169-Andrew Merrick),Flyers,2,1,1995,12,28
24779, Blues, • Igor Kravchuk• Ken Sutton, • Donald Dufresne• Jeff Norton,Oilers,2,2,1996,01,04
24780, Oilers, • Donald Dufresne• Jeff Norton, • Igor Kravchuk• Ken Sutton,Blues,2,2,1996,01,04
24784, Bruins, • Bill Ranford, • Mariusz Czerkawski• rights to Sean Brown• 1996 first round pick (#19-Matthieu Descoteaux),Oilers,3,1,1996,01,11
24785, Oilers, • Mariusz Czerkawski• rights to Sean Brown• 1996 first round pick (#19-Matthieu Descoteaux), • Bill Ranford,Bruins,1,3,1996,01,11
24786, Kings, • Steve Larouche, • Chris Snell,Rangers,1,1,1996,01,14
24787, Rangers, • Chris Snell, • Steve Larouche,Kings,1,1,1996,01,14
24791, Canadiens, • Robert Dirk, • Jim Campbell,MightyDucks,1,1,1996,01,21
24793, Mighty Ducks, • Jim Campbell, • Robert Dirk,Canadiens,1,1,1996,01,21
24796, Flyers, • Dan Quinn, • future considerations (cash),Senators,1,1,1996,01,23
24797, Islanders, • Damian Rhodes, • Don Beaupre,MapleLeafs(HockeyReg),1,1,1996,01,23
24798, Senators, • future considerations (cash), • Dan Quinn,Flyers,1,1,1996,01,23
24800, Islanders, • Ken Belanger• Damian Rhodes," • future considerations (Don Beaupre, Kirk Muller on 01-23)",MapleLeafs(MullerRhodesLOH),1,2,1996,01,23
24801, Islanders, • Ken Belanger• Damian Rhodes, • future considerations (Kirk Muller on 01-23),MapleLeafs(HockeyReg),1,2,1996,01,23
24802, Maple Leafs, • Don Beaupre, • Damian Rhodes,Islanders(HockeyReg),1,1,1996,01,23
24803, Maple Leafs," • future considerations (Don Beaupre, Kirk Muller on 01-23)", • Ken Belanger• Damian Rhodes,Islanders(MullerRhodesLOH),2,1,1996,01,23
24804, Maple Leafs, • future considerations (Kirk Muller on 01-23), • Ken Belanger• Damian Rhodes,Islanders(HockeyReg),2,1,1996,01,23
24805, Islanders, • Martin Straka• Bryan Berard, • Damian Rhodes• Wade Redden,"3-teamMapleLeafs,Senators",2,2,1996,01,23
24806, Maple Leafs, • Don Beaupre• Kirk Muller, • Damian Rhodes• future considerations (Ken Belanger),"3-teamIslanders,Senators",2,2,1996,01,23
24807, Senators, • Damian Rhodes• Wade Redden, • Don Beaupre• Martin Straka• Bryan Berard,"3-teamIslanders,MapleLeafs",3,2,1996,01,23
24809, Maple Leafs, , • Don Beaupre• Kirk Muller,"senttoIslandersasfutureconsiderationsinearliertradeinvolvingKenBelanger,DamianRhodes",2,0,1996,01,23
24810, Islanders, • Don Beaupre• Kirk Muller, ,"receivedfromMapleLeafsasfutureconsiderationsinearliertradeinvolvingKenBelanger,DamianRhodes",0,2,1996,01,23
24813, Avalanche, • rights to Brad Larsen, • Janne Laukkanen,Senators,1,1,1996,01,25
24814, Bruins, • Rick Tocchet, • Kevin Stevens,Kings,1,1,1996,01,25
24815, Kings, • Kevin Stevens, • Rick Tocchet,Bruins,1,1,1996,01,25
24816, Senators, • Janne Laukkanen, • rights to Brad Larsen,Avalanche,1,1,1996,01,25
24819, Maple Leafs, • Randy Wood• Benoit Hogue, • Dave Gagner• 1996 sixth round pick (#140-Dimitriy Yakushin / Dimitri Yakushin / Dmitri Yakushin / Dmitriy Yakushin),Stars,2,2,1996,01,28
24820, Stars, • Dave Gagner• 1996 sixth round pick (#140-Dimitriy Yakushin / Dimitri Yakushin / Dmitri Yakushin / Dmitriy Yakushin), • Randy Wood• Benoit Hogue,MapleLeafs,2,2,1996,01,28
24821, Blackhawks, • cash, • Mike Pomichter,MapleLeafs,1,1,1996,01,29
24822, Blues, • Rob Pearson, • Denis Chasse,Capitals,1,1,1996,01,29
24824, Capitals, • Denis Chasse, • Rob Pearson,Blues,1,1,1996,01,29
24825, Maple Leafs, • Mike Pomichter, • cash,Blackhawks,1,1,1996,01,29
24829, Panthers, • 1996 third round pick (#60-Chris Allen), • Bob Boughner,Sabres,1,1,1996,02,01
24830, Sabres, • Bob Boughner, • 1996 third round pick (#60-Chris Allen),Panthers,1,1,1996,02,01
24831, Blackhawks, • Danton Cole, • Bob Halkidis,Islanders,1,1,1996,02,02
24832, Islanders, • Bob Halkidis, • Danton Cole,Blackhawks,1,1,1996,02,02
24834, Flyers, • Bob Corkum, • Chris Herperger• 1997 seventh round pick (#178-Tony Mohagen),MightyDucks,2,1,1996,02,06
24835, Mighty Ducks, • Chris Herperger• 1997 seventh round pick (#178-Tony Mohagen), • Bob Corkum,Flyers,1,2,1996,02,06
24836, Jets, • Chad Kilger• Oleg Tverdovsky• 1996 third round pick (#62-Per-Anton Lundstrom), • Teemu Selanne• Marc Chouinard• 1996 fourth round pick (#92-Kim Staal),MightyDucks,3,3,1996,02,07
24837, Mighty Ducks, • Teemu Selanne• Marc Chouinard• 1996 fourth round pick (#92-Kim Staal), • Chad Kilger• Oleg Tverdovsky• 1996 third round pick (#62-Per-Anton Lundstrom),Jets,3,3,1996,02,07
24838, Flames, • Pat Conacher (a), • Craig Ferguson,Kings,1,1,1996,02,10
24839, Kings, • Craig Ferguson, • Pat Conacher (a),Flames,1,1,1996,02,10
24842, Capitals, • Stewart Malgunas, • Denis Chasse,Jets,1,1,1996,02,15
24843, Jets, • Craig Muni• 1996 first round pick (#24-Daniel Briere / Danny Briere), • Michal Grosek• Darryl Shannon,Sabres,2,2,1996,02,15
24844, Jets, • Denis Chasse, • Stewart Malgunas,Capitals,1,1,1996,02,15
24845, Sabres, • Michal Grosek• Darryl Shannon, • Craig Muni• 1996 first round pick (#24-Daniel Briere / Danny Briere),Jets,2,2,1996,02,15
24846, Kings, • Shane Churla• Doug Zmolek, • Darryl Sydor• 1996 fifth round pick (#112-Ryan Christie),Stars,2,2,1996,02,17
24847, Stars, • Darryl Sydor• 1996 fifth round pick (#112-Ryan Christie), • Shane Churla• Doug Zmolek,Kings,2,2,1996,02,17
24849, Devils, • Phil Housley• Dan Keczmer, • Tommy Albelin• Cale Hulse• Jocelyn Lemieux,Flames,3,2,1996,02,26
24850, Flames, • Tommy Albelin• Cale Hulse• Jocelyn Lemieux, • Phil Housley• Dan Keczmer,Devils,2,3,1996,02,26
24851, Blues, • Wayne Gretzky, • Craig Johnson• Patrice Tardif• Roman Vopat• 1996 fifth round pick (#123-Peter Hogan)• 1997 first round pick (#15-Matt Zultek),Kings,5,1,1996,02,27
24852, Kings, • Craig Johnson• Patrice Tardif• Roman Vopat• 1996 fifth round pick (#123-Peter Hogan)• 1997 first round pick (#15-Matt Zultek), • Wayne Gretzky,Blues,1,5,1996,02,27
24855, Flyers, • Tim Cheveldae• 1996 third round pick (#64-Chester Gallant), • Dominic Roussel,Jets,1,2,1996,02,27
24856, Jets, • Dominic Roussel, • Tim Cheveldae• 1996 third round pick (#64-Chester Gallant),Flyers,2,1,1996,02,27
24857, Maple Leafs, • Nick Kypreos, • Bill Berg,Rangers(KypreosLOH),1,1,1996,02,29
24858, Maple Leafs, • Nick Kypreos• Wayne Presley, • Bill Berg• Sergio Momesso,Rangers(Rangersmediaguide),2,2,1996,02,29
24859, Maple Leafs, • Wayne Presley, • Sergio Momesso,Rangers(perMomessoPresleyLOH),1,1,1996,02,29
24861, Rangers, • Bill Berg, • Nick Kypreos,MapleLeafs(KypreosLOH),1,1,1996,02,29
24862, Rangers, • Bill Berg• Sergio Momesso, • Nick Kypreos• Wayne Presley,MapleLeafs(Rangersmediaguide),2,2,1996,02,29
24863, Rangers, • Sergio Momesso, • Wayne Presley,MapleLeafs(perMomessoPresleyLOH),1,1,1996,02,29
24864, Penguins, • Dave McLlwain, • 1996 eighth round pick (#212-Erich Goldmann),Senators,1,1,1996,03,01
24865, Senators, • 1996 eighth round pick (#212-Erich Goldmann), • Dave McLlwain,Penguins,1,1,1996,03,01
24869, Blues, • Stephen Leach / Steve Leach, • Kevin Sawyer• Steve Staios,Bruins,2,1,1996,03,08
24870, Bruins, • Kevin Sawyer• Steve Staios, • Stephen Leach / Steve Leach,Blues,1,2,1996,03,08
24871, Capitals, • Todd Krygier, • Mike Torchia,MightyDucks,1,1,1996,03,08
24872, Mighty Ducks, • Mike Torchia, • Todd Krygier,Capitals,1,1,1996,03,08
24879, Devils, • Dave Andreychuk, • 1996 second round pick (#36-Marek Posmyk)• option of 1998 fourth round pick or 1999 third round pick (1999 #95-Andre Lakos),MapleLeafs,2,1,1996,03,13
24880, Islanders, • Darby Hendrickson• Sean Haggerty• Kenny Jonsson• 1997 first round pick (#4-Roberto Luongo), • Wendel Clark• Mathieu Schneider• D.J. Smith,MapleLeafs,3,4,1996,03,13
24881, Maple Leafs, • 1996 second round pick (#36-Marek Posmyk)• option of 1998 fourth round pick or 1999 third round pick (1999 #95-Andre Lakos), • Dave Andreychuk,Devils,1,2,1996,03,13
24882, Maple Leafs, • Wendel Clark• Mathieu Schneider• D.J. Smith, • Darby Hendrickson• Sean Haggerty• Kenny Jonsson• 1997 first round pick (#4-Roberto Luongo),Islanders,4,3,1996,03,13
24883, Kings, • Mattias Norstrom• Ray Ferraro• Ian Laperriere• Nathan Lafayette• 1997 fourth round pick (#99-Sean Blanchard), • Marty McSorley• Jari Kurri• Shane Churla,Rangers,3,5,1996,03,14
24884, Rangers, • Marty McSorley• Jari Kurri• Shane Churla, • Mattias Norstrom• Ray Ferraro• Ian Laperriere• Nathan Lafayette• 1997 fourth round pick (#99-Sean Blanchard),Kings,5,3,1996,03,14
24885, Blues, • Craig MacTavish, • Dale Hawerchuk,Flyers,1,1,1996,03,15
24886, Canadiens, • future considerations (?), • Martin Brochu,Capitals,1,1,1996,03,15
24887, Canucks, • Mike Sillinger, • Roman Oksiuta,MightyDucks,1,1,1996,03,15
24888, Capitals, • Martin Brochu, • future considerations (?),Canadiens,1,1,1996,03,15
24889, Flyers, • Dale Hawerchuk, • Craig MacTavish,Blues,1,1,1996,03,15
24891, Mighty Ducks, • Roman Oksiuta, • Mike Sillinger,Canucks,1,1,1996,03,15
24895, Panthers, • Ray Sheppard• 1996 fourth round pick (#82-Joey Tetarenko), • 1996 second round pick (#46-Geoff Peters)• 1996 fourth round pick (#102-Matt Bradley),Sharks,2,2,1996,03,16
24896, Sharks, • 1996 second round pick (#46-Geoff Peters)• 1996 fourth round pick (#102-Matt Bradley), • Ray Sheppard• 1996 fourth round pick (#82-Joey Tetarenko),Panthers,2,2,1996,03,16
24897, Jets, • Craig Janney, • Darren Turcotte• 1996 second round pick (#31-Remi Royer),Sharks,2,1,1996,03,18
24899, Sharks, • Darren Turcotte• 1996 second round pick (#31-Remi Royer), • Craig Janney,Jets,1,2,1996,03,18
24904, Avalanche, • Vesa Viitakoski, • Paxton Schulte,Flames,1,1,1996,03,19
24905, Blues, • Charlie Huddy• 1996 seventh round pick (#169-Daniel Corso), • Denis Hamel,Sabres,1,2,1996,03,19
24906, Flames, • Paxton Schulte, • Vesa Viitakoski,Avalanche,1,1,1996,03,19
24907, Flyers, • Brian Wesenberg, • Anatoli Semenov• rights to Mike Crowley,MightyDucks,2,1,1996,03,19
24908, Flyers, • John Druce• 1997 seventh round pick (#164-Todd Fedoruk), • 1996 fourth round pick (#84-Mikael Simons),Kings,1,2,1996,03,19
24909, Flyers, • Kerry Huffman, • 1996 ninth round pick (#239-Sami Salo),Senators,1,1,1996,03,19
24910, Kings, • 1996 fourth round pick (#84-Mikael Simons), • John Druce• 1997 seventh round pick (#164-Todd Fedoruk),Flyers,2,1,1996,03,19
24911, Mighty Ducks, • Anatoli Semenov• rights to Mike Crowley, • Brian Wesenberg,Flyers,1,2,1996,03,19
24912, Sabres, • Denis Hamel, • Charlie Huddy• 1996 seventh round pick (#169-Daniel Corso),Blues,2,1,1996,03,19
24913, Senators, • 1996 ninth round pick (#239-Sami Salo), • Kerry Huffman,Flyers,1,1,1996,03,19
24914, Avalanche, • Dave Hannan, • 1996 sixth round pick (#161-Darren Mortier),Sabres,1,1,1996,03,20
24915, Blackhawks, • Enrico Ciccone• 1996 second round pick (#42-Jeff Paul), • Patrick Poulin• Igor Ulanov• 1996 second round pick (#47-Pierre Dagenais),Lightning,3,2,1996,03,20
24916, Blackhawks, • Ravil Gusmanov, • 1996 fourth round pick (#103-Vladimir Antipov),Jets,1,1,1996,03,20
24917, Blues, • 1996 sixth round pick (#159-Stephen Wagner), • Jean-Jacques Daigneault / J.J. Daigneault,Penguins,1,1,1996,03,20
24918, Blues, • Yuri Khmylev• 1996 eighth round pick (#196-Andrei Podkonicky), • Jean-Luc Grand-Pierre• 1996 second round pick (#27-Cory Sarich)• 1997 third round pick (#69-Maxim Afinogenov),Sabres,3,2,1996,03,20
24919, Canucks, • Jesse Belanger, • 1996 third round pick (#65-Oleg Kvasha)• 1997 conditional pick (not exercised?),Panthers,2,1,1996,03,20
24920, Canucks, • Joe Kocur / Joey Kocur, • Kay Whitmore,Rangers,1,1,1996,03,20
24922, Canucks, • Markus Naslund, • Alek Stojanov,Penguins,1,1,1996,03,20
24923, Flames, • Bob Sweeney, • Pat Conacher (a)• 1997 sixth round pick (#140-Ilja Demidov),Islanders,2,1,1996,03,20
24924, Islanders, • Pat Conacher (a)• 1997 sixth round pick (#140-Ilja Demidov), • Bob Sweeney,Flames,1,2,1996,03,20
24925, Jets, • 1996 fourth round pick (#103-Vladimir Antipov), • Ravil Gusmanov,Blackhawks,1,1,1996,03,20
24926, Kings, • Jaroslav Modry• 1996 eighth round pick (#190-Stephen Valiquette / Steve Valiquette), • Kevin Brown,Senators,1,2,1996,03,20
24927, Lightning, • Patrick Poulin• Igor Ulanov• 1996 second round pick (#47-Pierre Dagenais), • Enrico Ciccone• 1996 second round pick (#42-Jeff Paul),Blackhawks,2,3,1996,03,20
24928, Maple Leafs, • 1996 fourth round pick (#92-Kim Staal), • Ken Baumgartner,MightyDucks,1,1,1996,03,20
24929, Mighty Ducks, • Ken Baumgartner, • 1996 fourth round pick (#92-Kim Staal),MapleLeafs,1,1,1996,03,20
24930, Oilers, • Dan McGillis, • Kirk Maltby,RedWings,1,1,1996,03,20
24931, Panthers, • 1996 third round pick (#65-Oleg Kvasha)• 1997 conditional pick (not exercised?), • Jesse Belanger,Canucks,1,2,1996,03,20
24932, Penguins, • Alek Stojanov, • Markus Naslund,Canucks,1,1,1996,03,20
24933, Penguins, • Jean-Jacques Daigneault / J.J. Daigneault, • 1996 sixth round pick (#159-Stephen Wagner),Blues,1,1,1996,03,20
24934, Penguins, • Kevin Miller, • 1996 fifth round pick (#132-Elias Abrahamsson),Sharks,1,1,1996,03,20
24935, Rangers, • Kay Whitmore, • Joe Kocur / Joey Kocur,Canucks,1,1,1996,03,20
24936, Red Wings, • Kirk Maltby, • Dan McGillis,Oilers,1,1,1996,03,20
24937, Sabres, • 1996 sixth round pick (#161-Darren Mortier), • Dave Hannan,Avalanche,1,1,1996,03,20
24938, Sabres, • Jean-Luc Grand-Pierre• 1996 second round pick (#27-Cory Sarich)• 1997 third round pick (#69-Maxim Afinogenov), • Yuri Khmylev• 1996 eighth round pick (#196-Andrei Podkonicky),Blues,2,3,1996,03,20
24939, Senators, • Kevin Brown, • Jaroslav Modry• 1996 eighth round pick (#190-Stephen Valiquette / Steve Valiquette),Kings,2,1,1996,03,20
24940, Sharks, • 1996 fifth round pick (#132-Elias Abrahamsson), • Kevin Miller,Penguins,1,1,1996,03,20
24945, Avalanche, • 1996 fourth round pick (#98-Ben Storey), • Anson Carter,Capitals,1,1,1996,04,03
24946, Capitals, • Anson Carter, • 1996 fourth round pick (#98-Ben Storey),Avalanche,1,1,1996,04,03
24961, Capitals, • Michel Picard, • future considerations (cash),Senators,1,1,1996,05,21
24964, Senators, • future considerations (cash), • Michel Picard,Capitals,1,1,1996,05,21
24967, Islanders, • 1997 third round pick (#79-Robert Schnabel), • Brad Lukowich,Stars,1,1,1996,06,01
24968, Stars, • Brad Lukowich, • 1997 third round pick (#79-Robert Schnabel),Islanders,1,1,1996,06,01
